bike_name,price,city,kms_driven,owner,age,power,brand
KTM Classic 350,166345,Pune,33493,Third Owner,6,180,KTM
Bajaj Pulsar 150cc,485650,Pune,10670,First Owner,12,500,Bajaj
Bajaj Duke 200,90335,Hyderabad,46720,Third Owner,11,110,Bajaj
Honda Classic 350,166482,Ahmedabad,29209,Third Owner,12,180,Honda
Bajaj Access 125,154097,Pune,35561,Third Owner,19,180,Bajaj
KTM Duke 200,491739,Lucknow,20531,First Owner,9,500,KTM
Honda FZ S,80330,Jaipur,33650,First Owner,18,110,Honda
Hero FZ S,340352,Kolkata,12113,Third Owner,11,350,Hero
Yamaha Splendor Plus,148176,Mumbai,75602,Fourth Owner,14,180,Yamaha
Yamaha Apache RTR 160,627832,Jaipur,46942,Fourth Owner,9,650,Yamaha
Suzuki Pulsar 150cc,196617,Hyderabad,31668,Second Owner,13,220,Suzuki
Yamaha Apache RTR 160,348324,Bangalore,11516,Fourth Owner,2,350,Yamaha
KTM Splendor Plus,86590,Mumbai,16583,Third Owner,10,100,KTM
KTM Duke 200,206291,Chennai,49919,First Owner,2,220,KTM
Yamaha Access 125,133929,Mumbai,21821,Third Owner,9,150,Yamaha
Hero Splendor Plus,179763,Lucknow,53478,Second Owner,6,200,Hero
KTM FZ S,135167,Lucknow,85172,Second Owner,6,160,KTM
Honda Other Model,636557,Ahmedabad,33065,First Owner,9,650,Honda
Honda Duke 200,491009,Kolkata,29655,Third Owner,6,500,Honda
Honda Shine 125cc,178531,Delhi,91068,Third Owner,8,200,Honda
Bajaj Splendor Plus,94009,Chennai,41539,Third Owner,11,110,Bajaj
KTM Classic 350,178187,Delhi,41036,Third Owner,9,200,KTM
Other Splendor Plus,111863,Kolkata,15197,Second Owner,8,125,Other
Yamaha Apache RTR 160,105298,Ahmedabad,21551,Second Owner,16,125,Yamaha
Yamaha Pulsar 150cc,329764,Jaipur,43651,Second Owner,12,350,Yamaha
Honda Duke 200,113244,Hyderabad,74620,First Owner,18,150,Honda
Hero Splendor Plus,323315,Mumbai,52837,First Owner,12,350,Hero
Bajaj Duke 200,198927,Lucknow,17386,First Owner,14,220,Bajaj
KTM Pulsar 150cc,143142,Jaipur,21003,Third Owner,5,150,KTM
Yamaha Pulsar 150cc,100231,Jaipur,74413,Fourth Owner,11,125,Yamaha
Royal Enfield Other Model,76942,Ahmedabad,32548,Second Owner,13,100,Royal Enfield
KTM Duke 200,174794,Delhi,84174,Fourth Owner,6,200,KTM
Yamaha Splendor Plus,329043,Delhi,72109,First Owner,4,350,Yamaha
Other Classic 350,139360,Mumbai,63399,Second Owner,9,160,Other
Honda Pulsar 150cc,146023,Jaipur,90628,Second Owner,19,180,Honda
Yamaha Access 125,204820,Mumbai,7583,Third Owner,11,220,Yamaha
KTM Access 125,212489,Kolkata,17714,Second Owner,8,220,KTM
KTM Classic 350,92068,Mumbai,66438,Fourth Owner,6,110,KTM
TVS Pulsar 150cc,169256,Kolkata,47589,First Owner,19,200,TVS
Hero Classic 350,135242,Lucknow,52929,Fourth Owner,15,160,Hero
Yamaha Classic 350,145828,Mumbai,36138,Second Owner,7,160,Yamaha
Suzuki Pulsar 150cc,111779,Mumbai,32870,Second Owner,2,125,Suzuki
Yamaha Access 125,637185,Bangalore,61280,Fourth Owner,1,650,Yamaha
Royal Enfield Splendor Plus,195180,Delhi,77222,Third Owner,11,220,Royal Enfield
Yamaha FZ S,76851,Delhi,96851,Fourth Owner,16,110,Yamaha
Bajaj Apache RTR 160,192599,Pune,75922,First Owner,14,220,Bajaj
Bajaj Duke 200,102117,Chennai,30097,Third Owner,2,110,Bajaj
TVS Access 125,83883,Mumbai,96691,Third Owner,7,110,TVS
Honda FZ S,162960,Hyderabad,68944,Fourth Owner,19,200,Honda
Other Other Model,127832,Lucknow,23375,Fourth Owner,15,150,Other
KTM Other Model,105413,Pune,12735,Third Owner,6,110,KTM
Royal Enfield Shine 125cc,110750,Chennai,10025,Fourth Owner,16,125,Royal Enfield
Yamaha Apache RTR 160,171743,Ahmedabad,80776,First Owner,17,200,Yamaha
Other Access 125,199528,Bangalore,42123,Second Owner,12,220,Other
Yamaha Classic 350,179217,Hyderabad,93275,Third Owner,7,200,Yamaha
Yamaha Shine 125cc,142289,Mumbai,49105,Fourth Owner,6,160,Yamaha
Royal Enfield Classic 350,191706,Mumbai,51553,Third Owner,13,220,Royal Enfield
KTM Shine 125cc,492648,Hyderabad,4737,Second Owner,10,500,KTM
Hero Apache RTR 160,638001,Mumbai,13082,Fourth Owner,11,650,Hero
Other Splendor Plus,192754,Chennai,32721,Third Owner,2,200,Other
Honda Pulsar 150cc,479832,Mumbai,63119,First Owner,3,500,Honda
Yamaha Duke 200,133779,Pune,36633,First Owner,6,150,Yamaha
KTM Other Model,197916,Mumbai,27055,First Owner,13,220,KTM
Suzuki Classic 350,333335,Chennai,61204,Second Owner,4,350,Suzuki
TVS Splendor Plus,311744,Mumbai,98001,Second Owner,15,350,TVS
Other Shine 125cc,346379,Hyderabad,7317,Fourth Owner,5,350,Other
Bajaj Shine 125cc,626760,Mumbai,31800,First Owner,16,650,Bajaj
Bajaj Other Model,73108,Jaipur,54154,Third Owner,18,100,Bajaj
Bajaj Classic 350,154615,Hyderabad,53453,Fourth Owner,18,180,Bajaj
Hero Pulsar 150cc,327542,Mumbai,82402,Fourth Owner,7,350,Hero
Royal Enfield Splendor Plus,125918,Kolkata,10393,Second Owner,1,125,Royal Enfield
Yamaha Shine 125cc,168626,Delhi,93506,Third Owner,10,200,Yamaha
Suzuki Apache RTR 160,90134,Chennai,27218,Third Owner,8,100,Suzuki
KTM Access 125,163202,Delhi,60463,Fourth Owner,5,180,KTM
TVS Duke 200,88361,Jaipur,60951,Fourth Owner,11,110,TVS
Suzuki Duke 200,200156,Pune,57301,Fourth Owner,7,220,Suzuki
Other Shine 125cc,176769,Hyderabad,73123,First Owner,13,200,Other
TVS Other Model,214430,Ahmedabad,32398,Third Owner,1,220,TVS
Other FZ S,143933,Ahmedabad,86485,First Owner,16,180,Other
KTM Apache RTR 160,481223,Delhi,48638,First Owner,13,500,KTM
Royal Enfield Shine 125cc,101395,Kolkata,1795,Third Owner,3,100,Royal Enfield
Honda FZ S,162240,Pune,55013,Second Owner,6,180,Honda
Other Other Model,132080,Bangalore,68041,Second Owner,1,150,Other
TVS Access 125,133967,Jaipur,53991,Fourth Owner,5,150,TVS
Royal Enfield FZ S,184738,Kolkata,99855,Fourth Owner,19,220,Royal Enfield
Honda Shine 125cc,98417,Bangalore,1589,Third Owner,10,110,Honda
Other Classic 350,611265,Ahmedabad,88683,Fourth Owner,19,650,Other
Other Apache RTR 160,145299,Kolkata,8800,First Owner,6,150,Other
Royal Enfield Splendor Plus,107106,Kolkata,17432,Second Owner,15,125,Royal Enfield
Honda Classic 350,342148,Pune,7904,First Owner,3,350,Honda
TVS Access 125,471094,Mumbai,98700,Fourth Owner,7,500,TVS
Suzuki Apache RTR 160,203737,Mumbai,22660,First Owner,9,220,Suzuki
Suzuki Other Model,159563,Lucknow,36754,Third Owner,10,180,Suzuki
Yamaha FZ S,143520,Pune,69703,Second Owner,7,160,Yamaha
Suzuki Duke 200,89997,Hyderabad,30169,Fourth Owner,9,110,Suzuki
Suzuki Pulsar 150cc,111090,Delhi,22233,Second Owner,14,125,Suzuki
Other Other Model,126417,Jaipur,43078,Second Owner,12,150,Other
KTM Pulsar 150cc,183391,Kolkata,86516,Second Owner,17,220,KTM
Honda Other Model,86510,Pune,78207,Fourth Owner,3,110,Honda
Bajaj Classic 350,494156,Chennai,15989,Fourth Owner,2,500,Bajaj
Other Shine 125cc,335145,Jaipur,44450,Fourth Owner,9,350,Other
Royal Enfield Duke 200,329347,Pune,30362,Second Owner,17,350,Royal Enfield
TVS FZ S,476130,Bangalore,86147,First Owner,4,500,TVS
Other Shine 125cc,175898,Pune,96971,Fourth Owner,5,200,Other
Suzuki Apache RTR 160,112589,Jaipur,51348,First Owner,2,125,Suzuki
Suzuki Access 125,210662,Jaipur,15015,Second Owner,5,220,Suzuki
Yamaha Pulsar 150cc,108463,Lucknow,92071,Fourth Owner,19,150,Yamaha
TVS FZ S,470814,Mumbai,72758,Second Owner,18,500,TVS
KTM Duke 200,632362,Delhi,22529,Second Owner,15,650,KTM
Royal Enfield Duke 200,74928,Chennai,76968,Fourth Owner,6,100,Royal Enfield
TVS Access 125,471618,Hyderabad,61233,Fourth Owner,18,500,TVS
Suzuki Duke 200,186500,Kolkata,83011,Second Owner,16,220,Suzuki
Hero Other Model,336986,Mumbai,31493,Third Owner,8,350,Hero
Yamaha Shine 125cc,175029,Mumbai,36541,Fourth Owner,19,200,Yamaha
Bajaj Apache RTR 160,125724,Bangalore,81221,Third Owner,5,150,Bajaj
Other Splendor Plus,315973,Jaipur,84640,Third Owner,16,350,Other
KTM Splendor Plus,318762,Ahmedabad,93143,First Owner,15,350,KTM
TVS Splendor Plus,153298,Delhi,7898,Second Owner,9,160,TVS
Honda Apache RTR 160,96839,Delhi,72053,Third Owner,1,110,Honda
TVS Apache RTR 160,611718,Hyderabad,92277,First Owner,17,650,TVS
Honda Classic 350,152188,Bangalore,37187,First Owner,1,160,Honda
Suzuki Pulsar 150cc,86033,Kolkata,23019,Second Owner,16,110,Suzuki
KTM Splendor Plus,171037,Lucknow,22260,First Owner,3,180,KTM
Bajaj Splendor Plus,208681,Delhi,18007,Fourth Owner,10,220,Bajaj
Suzuki Pulsar 150cc,179707,Kolkata,44323,Third Owner,7,200,Suzuki
Royal Enfield Other Model,114942,Lucknow,92646,First Owner,13,150,Royal Enfield
Bajaj Other Model,482227,Mumbai,34176,Fourth Owner,15,500,Bajaj
TVS Duke 200,82686,Chennai,64956,First Owner,18,110,TVS
Honda Apache RTR 160,147362,Chennai,66190,First Owner,1,160,Honda
Bajaj Access 125,351523,Delhi,5411,Fourth Owner,1,350,Bajaj
Hero Splendor Plus,183747,Delhi,55776,First Owner,8,200,Hero
KTM Classic 350,330719,Ahmedabad,50825,Fourth Owner,5,350,KTM
Suzuki Pulsar 150cc,82460,Jaipur,72075,Fourth Owner,2,100,Suzuki
Other Pulsar 150cc,140055,Chennai,60751,First Owner,12,160,Other
Royal Enfield Other Model,134720,Hyderabad,72699,Fourth Owner,10,160,Royal Enfield
Yamaha FZ S,187110,Pune,73785,First Owner,3,200,Yamaha
Other Splendor Plus,472275,Jaipur,78818,Fourth Owner,11,500,Other
Yamaha Access 125,84499,Jaipur,78073,First Owner,10,110,Yamaha
Yamaha FZ S,132745,Bangalore,69132,Third Owner,6,150,Yamaha
Suzuki Shine 125cc,334470,Pune,95259,Third Owner,1,350,Suzuki
TVS Duke 200,89018,Hyderabad,84707,Second Owner,18,125,TVS
Hero FZ S,466299,Lucknow,78169,Fourth Owner,16,500,Hero
Honda Shine 125cc,129123,Kolkata,97108,Second Owner,7,160,Honda
Yamaha Duke 200,194532,Pune,17196,First Owner,7,200,Yamaha
Yamaha Classic 350,154914,Bangalore,38221,Fourth Owner,16,180,Yamaha
Other Apache RTR 160,188792,Ahmedabad,80030,Third Owner,13,220,Other
Bajaj Pulsar 150cc,342568,Pune,2023,Third Owner,4,350,Bajaj
Yamaha Shine 125cc,204217,Jaipur,15561,First Owner,8,220,Yamaha
Royal Enfield Apache RTR 160,196099,Kolkata,26575,Third Owner,15,220,Royal Enfield
TVS Apache RTR 160,73231,Chennai,97432,Fourth Owner,18,110,TVS
Suzuki Shine 125cc,138339,Bangalore,75261,First Owner,2,160,Suzuki
KTM Classic 350,179812,Hyderabad,18783,Second Owner,1,180,KTM
Honda Duke 200,156947,Bangalore,4905,Second Owner,7,160,Honda
Hero Shine 125cc,322892,Pune,32846,Third Owner,16,350,Hero
KTM Apache RTR 160,642410,Ahmedabad,4404,First Owner,10,650,KTM
Bajaj Duke 200,76075,Hyderabad,91688,Third Owner,9,100,Bajaj
Other Apache RTR 160,107696,Kolkata,65593,First Owner,8,125,Other
Hero Apache RTR 160,112583,Bangalore,49866,Third Owner,6,125,Hero
Honda Splendor Plus,641403,Bangalore,30476,Second Owner,3,650,Honda
Bajaj FZ S,84695,Pune,98735,Second Owner,10,110,Bajaj
TVS FZ S,332536,Delhi,23279,Second Owner,17,350,TVS
Royal Enfield Splendor Plus,485626,Mumbai,66704,Second Owner,5,500,Royal Enfield
KTM Splendor Plus,321642,Delhi,39837,First Owner,19,350,KTM
Royal Enfield Duke 200,147139,Mumbai,35828,Third Owner,4,160,Royal Enfield
KTM Access 125,86705,Jaipur,75414,First Owner,10,110,KTM
Hero Other Model,138154,Lucknow,59463,Fourth Owner,7,160,Hero
Hero Other Model,134847,Bangalore,93787,Third Owner,2,160,Hero
Other Splendor Plus,181971,Delhi,46734,First Owner,10,200,Other
TVS FZ S,93757,Chennai,50571,First Owner,9,110,TVS
Honda FZ S,78902,Delhi,46687,Fourth Owner,9,100,Honda
Yamaha Apache RTR 160,99012,Kolkata,53065,First Owner,15,125,Yamaha
Honda Access 125,97345,Hyderabad,57332,Third Owner,4,110,Honda
Royal Enfield Duke 200,148386,Chennai,92266,Fourth Owner,16,180,Royal Enfield
Hero Access 125,470710,Ahmedabad,54347,Second Owner,18,500,Hero
Royal Enfield FZ S,476774,Ahmedabad,83118,Third Owner,8,500,Royal Enfield
TVS Other Model,96125,Lucknow,53249,Fourth Owner,5,110,TVS
TVS Duke 200,199648,Chennai,65934,First Owner,12,220,TVS
KTM Pulsar 150cc,329958,Chennai,61846,Second Owner,6,350,KTM
Bajaj FZ S,194955,Lucknow,32677,First Owner,2,200,Bajaj
Yamaha Duke 200,89326,Chennai,82554,First Owner,1,110,Yamaha
Royal Enfield Access 125,167163,Ahmedabad,38257,Third Owner,2,180,Royal Enfield
Hero Apache RTR 160,171415,Mumbai,18811,First Owner,7,180,Hero
Hero Shine 125cc,192289,Jaipur,65044,First Owner,14,220,Hero
Suzuki Other Model,80578,Kolkata,76692,Fourth Owner,16,110,Suzuki
Suzuki Splendor Plus,129011,Hyderabad,82227,Second Owner,3,150,Suzuki
Royal Enfield Classic 350,77663,Ahmedabad,82493,First Owner,1,100,Royal Enfield
Yamaha Shine 125cc,192290,Chennai,8601,Third Owner,8,200,Yamaha
Yamaha Apache RTR 160,83136,Lucknow,49481,Second Owner,15,110,Yamaha
Bajaj Shine 125cc,338211,Hyderabad,21617,Second Owner,3,350,Bajaj
Royal Enfield Other Model,643379,Ahmedabad,4357,Third Owner,8,650,Royal Enfield
Honda Classic 350,156620,Mumbai,45439,Second Owner,17,180,Honda
KTM FZ S,157460,Ahmedabad,80490,Second Owner,2,180,KTM
Yamaha Access 125,64603,Mumbai,69137,Third Owner,17,100,Yamaha
Yamaha Other Model,91394,Lucknow,12583,First Owner,17,110,Yamaha
Hero Classic 350,212268,Lucknow,35014,Fourth Owner,3,220,Hero
Honda Pulsar 150cc,130241,Lucknow,28092,Third Owner,19,150,Honda
Yamaha Shine 125cc,87557,Delhi,86628,Fourth Owner,17,125,Yamaha
Yamaha Apache RTR 160,329261,Delhi,52678,First Owner,10,350,Yamaha
Hero Classic 350,144755,Kolkata,16394,Second Owner,12,160,Hero
Yamaha Pulsar 150cc,101851,Delhi,30419,First Owner,17,125,Yamaha
Royal Enfield Splendor Plus,625004,Pune,55465,First Owner,12,650,Royal Enfield
Honda Splendor Plus,89553,Chennai,81575,Fourth Owner,18,125,Honda
Suzuki Apache RTR 160,473833,Delhi,43544,Second Owner,14,500,Suzuki
Hero Access 125,498371,Hyderabad,10290,First Owner,2,500,Hero
Suzuki Splendor Plus,92596,Hyderabad,80141,Fourth Owner,18,125,Suzuki
TVS Duke 200,68805,Pune,94197,Fourth Owner,16,100,TVS
Yamaha Classic 350,87627,Pune,64036,Fourth Owner,14,110,Yamaha
TVS Other Model,322014,Bangalore,57360,Second Owner,13,350,TVS
Bajaj Apache RTR 160,485009,Ahmedabad,17965,Second Owner,7,500,Bajaj
Honda Apache RTR 160,183102,Lucknow,34132,Second Owner,13,200,Honda
Honda Duke 200,209320,Lucknow,35682,First Owner,7,220,Honda
Yamaha Access 125,171474,Ahmedabad,19835,First Owner,8,180,Yamaha
Royal Enfield Access 125,162191,Delhi,85188,Third Owner,2,180,Royal Enfield
Other Pulsar 150cc,631011,Jaipur,38398,Second Owner,13,650,Other
Suzuki Apache RTR 160,97146,Pune,48840,Second Owner,1,110,Suzuki
Yamaha Other Model,215468,Delhi,33315,Second Owner,1,220,Yamaha
TVS Access 125,107160,Jaipur,34802,First Owner,6,125,TVS
Suzuki Splendor Plus,646699,Lucknow,29478,Fourth Owner,2,650,Suzuki
Honda Shine 125cc,146850,Jaipur,37869,Second Owner,1,160,Honda
Royal Enfield Access 125,126370,Ahmedabad,47786,Third Owner,18,150,Royal Enfield
Honda Other Model,151752,Lucknow,36302,Third Owner,2,160,Honda
TVS Access 125,104201,Jaipur,5930,First Owner,5,110,TVS
Yamaha Classic 350,337152,Chennai,2889,Second Owner,11,350,Yamaha
Royal Enfield Access 125,478259,Kolkata,65689,Second Owner,12,500,Royal Enfield
Yamaha Other Model,93273,Jaipur,51068,Third Owner,2,110,Yamaha
Bajaj FZ S,130308,Jaipur,50806,Third Owner,19,160,Bajaj
Bajaj Pulsar 150cc,99693,Ahmedabad,57139,Second Owner,9,125,Bajaj
Suzuki FZ S,123431,Mumbai,5175,First Owner,4,125,Suzuki
Other Duke 200,205530,Delhi,3654,Third Owner,17,220,Other
Honda Access 125,183190,Pune,96682,First Owner,2,200,Honda
Yamaha Splendor Plus,196920,Lucknow,83351,Third Owner,5,220,Yamaha
Royal Enfield Access 125,210397,Kolkata,61493,Third Owner,1,220,Royal Enfield
Other Shine 125cc,161138,Hyderabad,44816,Fourth Owner,8,180,Other
KTM Access 125,330779,Pune,50553,First Owner,5,350,KTM
Honda Classic 350,100660,Lucknow,5549,Fourth Owner,12,110,Honda
Hero Classic 350,187715,Mumbai,33350,Fourth Owner,2,200,Hero
Bajaj Classic 350,625497,Delhi,19375,Third Owner,17,650,Bajaj
Yamaha Splendor Plus,93447,Ahmedabad,12486,Third Owner,14,110,Yamaha
Suzuki FZ S,115122,Hyderabad,34690,Third Owner,6,125,Suzuki
Bajaj Shine 125cc,134127,Lucknow,52003,Second Owner,14,160,Bajaj
TVS Access 125,472265,Pune,59009,Second Owner,11,500,TVS
Bajaj FZ S,627500,Hyderabad,41930,First Owner,19,650,Bajaj
TVS Shine 125cc,482263,Bangalore,60113,First Owner,2,500,TVS
Hero Classic 350,137287,Bangalore,16223,First Owner,16,160,Hero
Suzuki FZ S,632268,Bangalore,22822,First Owner,18,650,Suzuki
Royal Enfield Classic 350,198450,Mumbai,11759,Second Owner,3,200,Royal Enfield
Royal Enfield FZ S,132919,Jaipur,82670,Second Owner,13,160,Royal Enfield
Hero Pulsar 150cc,85423,Pune,99367,Third Owner,18,125,Hero
KTM Other Model,322272,Delhi,80624,Fourth Owner,16,350,KTM
Bajaj FZ S,183695,Ahmedabad,48883,Third Owner,4,200,Bajaj
Honda FZ S,485054,Bangalore,26523,First Owner,12,500,Honda
KTM Shine 125cc,211788,Jaipur,15601,Second Owner,7,220,KTM
KTM Pulsar 150cc,125296,Ahmedabad,49845,Third Owner,18,150,KTM
Honda Pulsar 150cc,186288,Bangalore,82930,Fourth Owner,16,220,Honda
Hero Duke 200,486926,Bangalore,22360,Fourth Owner,13,500,Hero
KTM FZ S,467400,Jaipur,78613,First Owner,16,500,KTM
Yamaha Shine 125cc,72505,Hyderabad,44098,First Owner,14,100,Yamaha
Suzuki Shine 125cc,124391,Lucknow,65395,Second Owner,10,150,Suzuki
KTM Access 125,626636,Pune,24183,First Owner,18,650,KTM
TVS Pulsar 150cc,98029,Pune,36224,First Owner,5,110,TVS
Other Access 125,135645,Delhi,48118,First Owner,5,150,Other
TVS Classic 350,137514,Ahmedabad,14856,Third Owner,12,150,TVS
Suzuki Shine 125cc,95579,Lucknow,3460,Third Owner,11,110,Suzuki
Hero Apache RTR 160,341037,Delhi,22101,Fourth Owner,5,350,Hero
TVS Shine 125cc,624621,Kolkata,79115,Third Owner,11,650,TVS
Bajaj Pulsar 150cc,180229,Hyderabad,56466,Third Owner,6,200,Bajaj
Yamaha Duke 200,173154,Jaipur,22600,Third Owner,3,180,Yamaha
Royal Enfield FZ S,481771,Chennai,67241,Fourth Owner,5,500,Royal Enfield
Other Other Model,118181,Pune,38856,Fourth Owner,2,125,Other
Suzuki Splendor Plus,115973,Chennai,5364,Third Owner,9,125,Suzuki
Suzuki Splendor Plus,140829,Mumbai,85903,First Owner,1,160,Suzuki
TVS Classic 350,103291,Delhi,2415,First Owner,8,110,TVS
KTM Apache RTR 160,188287,Mumbai,17191,Second Owner,8,200,KTM
Hero Classic 350,341927,Pune,3037,Third Owner,5,350,Hero
Hero Classic 350,162562,Chennai,83449,Third Owner,5,180,Hero
Yamaha Classic 350,90934,Ahmedabad,93685,Second Owner,16,125,Yamaha
Honda FZ S,483903,Mumbai,71985,Fourth Owner,2,500,Honda
Honda Shine 125cc,615467,Kolkata,81789,First Owner,17,650,Honda
Other Access 125,145249,Ahmedabad,94714,Third Owner,11,180,Other
Hero Access 125,163858,Jaipur,70630,Second Owner,3,180,Hero
TVS Classic 350,142713,Hyderabad,19553,Third Owner,9,160,TVS
Yamaha Classic 350,85543,Pune,6440,Second Owner,19,110,Yamaha
Royal Enfield Shine 125cc,99000,Chennai,87306,Second Owner,13,125,Royal Enfield
Suzuki FZ S,98765,Chennai,63232,First Owner,1,110,Suzuki
Royal Enfield Classic 350,88465,Bangalore,80443,Fourth Owner,9,110,Royal Enfield
Bajaj Pulsar 150cc,133374,Ahmedabad,87236,First Owner,2,150,Bajaj
KTM Classic 350,147921,Pune,90039,Third Owner,19,180,KTM
Hero Splendor Plus,641728,Jaipur,13597,First Owner,9,650,Hero
Yamaha Classic 350,164365,Jaipur,66027,Third Owner,4,180,Yamaha
Yamaha FZ S,173914,Bangalore,76776,First Owner,14,200,Yamaha
TVS Classic 350,188052,Lucknow,57720,Fourth Owner,1,200,TVS
Other Classic 350,95938,Ahmedabad,11867,First Owner,13,110,Other
Other Splendor Plus,108894,Bangalore,42808,Fourth Owner,4,125,Other
Bajaj FZ S,186108,Bangalore,82936,Third Owner,2,200,Bajaj
KTM Duke 200,106157,Delhi,84590,Fourth Owner,2,125,KTM
KTM Shine 125cc,69756,Delhi,76565,First Owner,13,100,KTM
Other Classic 350,635529,Chennai,31864,Second Owner,4,650,Other
TVS Apache RTR 160,97743,Mumbai,62493,Third Owner,13,125,TVS
Bajaj Classic 350,151856,Mumbai,73166,First Owner,11,180,Bajaj
Suzuki FZ S,118006,Jaipur,99625,Third Owner,13,150,Suzuki
Yamaha Splendor Plus,91814,Mumbai,4258,Fourth Owner,11,100,Yamaha
Yamaha Other Model,177389,Jaipur,46311,Third Owner,12,200,Yamaha
Suzuki Classic 350,181184,Delhi,63834,Second Owner,11,200,Suzuki
TVS Shine 125cc,482830,Kolkata,36800,Third Owner,14,500,TVS
Yamaha Classic 350,473335,Chennai,83882,Third Owner,7,500,Yamaha
Yamaha Duke 200,146734,Bangalore,78735,Second Owner,15,180,Yamaha
KTM Duke 200,337571,Lucknow,34723,First Owner,3,350,KTM
Hero Pulsar 150cc,334613,Jaipur,49807,Third Owner,9,350,Hero
KTM Splendor Plus,91520,Pune,69048,First Owner,17,125,KTM
Other Access 125,96732,Mumbai,67818,Second Owner,4,110,Other
Yamaha Pulsar 150cc,170589,Ahmedabad,35286,Second Owner,3,180,Yamaha
Bajaj Apache RTR 160,188268,Hyderabad,56512,First Owner,18,220,Bajaj
Suzuki Other Model,484475,Kolkata,39410,Second Owner,5,500,Suzuki
TVS Duke 200,86311,Bangalore,41919,Second Owner,1,100,TVS
Bajaj Shine 125cc,194629,Lucknow,87941,Fourth Owner,3,220,Bajaj
KTM Splendor Plus,127376,Delhi,18025,Fourth Owner,15,150,KTM
Bajaj FZ S,470978,Jaipur,50852,Fourth Owner,17,500,Bajaj
Royal Enfield Apache RTR 160,167568,Jaipur,49320,First Owner,18,200,Royal Enfield
Bajaj Access 125,339160,Chennai,40152,Third Owner,7,350,Bajaj
Suzuki Access 125,123249,Bangalore,57825,First Owner,11,150,Suzuki
Suzuki Classic 350,623236,Delhi,59592,Second Owner,12,650,Suzuki
Other Pulsar 150cc,83413,Lucknow,44278,Second Owner,15,110,Other
Royal Enfield Other Model,132210,Pune,35540,First Owner,7,150,Royal Enfield
Royal Enfield Shine 125cc,182046,Kolkata,15326,Third Owner,11,200,Royal Enfield
Hero Splendor Plus,70159,Pune,82442,Second Owner,11,100,Hero
Suzuki Apache RTR 160,125420,Mumbai,30514,Fourth Owner,18,150,Suzuki
Other Pulsar 150cc,624639,Jaipur,60561,Second Owner,14,650,Other
KTM Duke 200,138348,Mumbai,41505,Fourth Owner,14,160,KTM
Honda Other Model,70753,Delhi,64426,First Owner,17,100,Honda
Hero Other Model,469623,Ahmedabad,69930,Third Owner,14,500,Hero
Other Shine 125cc,209988,Delhi,49540,Fourth Owner,1,220,Other
Yamaha Pulsar 150cc,155293,Ahmedabad,90791,Fourth Owner,4,180,Yamaha
TVS Splendor Plus,71263,Chennai,43479,Fourth Owner,18,100,TVS
Royal Enfield Other Model,489128,Chennai,22651,First Owner,10,500,Royal Enfield
Royal Enfield Pulsar 150cc,121114,Bangalore,78680,Second Owner,14,150,Royal Enfield
